file	line	function	lines	mechanical_triage	method
firmware/app/src/app_anchor_commands.inc	3015	anchor_next_heartbeat_seq	7		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3024	anchor_send_heartbeat	51	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3077	anchor_heartbeat_schedule	9	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3088	anchor_heartbeat_request_startup	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3093	anchor_heartbeat_work_handler	28	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3123	anchor_start_heartbeat_from_command	27	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3154	anchor_stop_heartbeat	4	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3160	command_find_u8_tlv	21	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3186	command_find_u32_tlv	21	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3212	command_find_u16_tlv	21	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3238	command_find_u64_tlv	21	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3264	anchor_set_led_pattern_from_command	41	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3309	anchor_set_route_from_command	73	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3386	anchor_clear_route_from_command	4		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3392	anchor_force_rediscovery_from_command	13	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3407	anchor_set_scan_duty_from_command	39	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3450	anchor_pending_options_to_gateway	13		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3467	anchor_restore_live_discovery_assignment_snapshot	24	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3494	anchor_retire_discovery_response_for_terminal_locked	74	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3572	anchor_discovery_pending_from_snapshot	33		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3609	anchor_discovery_assignment_fail_bound_claim	18	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	3634	anchor_apply_discovery_assignment_command	380	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	4020	anchor_apply_discovery_assignment_command_serialized	9		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	4035	anchor_execute_command_side_effects	76	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	4122	anchor_finish_broadcast_command	59	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	4192	anchor_broadcast_command_schedule_delay_ms	6		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	4204	anchor_schedule_broadcast_command_execution	46	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	4258	anchor_pending_command_execution_matches	15		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	4279	anchor_collection_result_matches_broadcast_command	15		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	4299	anchor_reconcile_pending_command_result	19	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	4320	anchor_broadcast_command_targets_local	16		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	4340	anchor_command_execute_reschedule	26	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	4368	anchor_command_execute_work_handler_locked	161	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	4531	anchor_command_execute_work_handler	5		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	4544	anchor_command_result_owner_generation	11		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	4559	anchor_handle_local_command_locked	264	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_commands.inc	4828	anchor_handle_local_command	9		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	24	gateway_enumeration_prearm_valid_locked	6		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	32	gateway_enumeration_prearm_reset_locked	7		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	41	gateway_enumeration_prearm_policy_equal_locked	11		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	55	gateway_enumeration_prearm_expire_locked	9	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	66	gateway_enumeration_prearm_prepare	35	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	105	gateway_enumeration_prearm_clear	7	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	114	gateway_route_refresh_prearm_snapshot	32		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	151	gateway_enumeration_prearm_take_locked	12	cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	167	gateway_enumeration_pipeline_start	69	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	240	gateway_discovery_assignment_next_generation	7		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	249	gateway_discovery_assignment_reschedule	12	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	264	gateway_discovery_assignment_wake_now	15	cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	281	gateway_build_discovery_assignment_command	121	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	409	gateway_discovery_assignment_abandon_active_delivery_locked	21	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	447	gateway_discovery_assignment_rf_started_locked	18		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	468	gateway_discovery_assignment_observe_rf_start_locked	36		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	506	gateway_discovery_assignment_prepare_durable_table_locked	124	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	632	gateway_discovery_assignment_complete_success_locked	120	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	754	gateway_discovery_assignment_adoption_identity_matches_locked	22		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	779	app_anchor_gateway_assignment_adopted_result_commit	42	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	825	app_anchor_gateway_assignment_publication_complete	16	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	843	gateway_discovery_assignment_submit_control_flood_locked	76	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	923	gateway_send_discovery_assignment_claim_request_locked	49	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	976	gateway_discovery_assignment_assign_new_slots_locked	29		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1007	gateway_discovery_assignment_current_claim_count_locked	4		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1013	gateway_discovery_assignment_adaptive_max_hop_count_locked	8		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1023	gateway_discovery_assignment_propagation_hold_ms_locked	10		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1035	gateway_discovery_assignment_adaptive_slot_count_locked	21		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1058	gateway_discovery_assignment_adaptive_deadline_offset_ms_locked	19	scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1082	gateway_discovery_assignment_refresh_adaptive_deadline_locked	44	scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1130	gateway_discovery_assignment_window_ms_locked	72		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1204	gateway_discovery_assignment_operation_origin_ms_locked	5		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1211	gateway_discovery_assignment_expand_uptime32	14		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1227	gateway_discovery_assignment_set_response_deadline_locked	19		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1250	gateway_discovery_assignment_claim_round_limit_locked	11		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1263	gateway_discovery_assignment_table_round_limit_locked	6		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1271	gateway_discovery_assignment_expected_ack_mask_locked	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1276	gateway_discovery_assignment_missing_ack_count_locked	12		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1290	gateway_discovery_assignment_expected_claims_complete_locked	5		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1297	gateway_discovery_assignment_expected_claims_missing_locked	6		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1305	gateway_discovery_assignment_arm_claim_ack_settle_locked	47	scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1355	gateway_discovery_assignment_claim_ack_settle_remaining_locked	14		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1372	gateway_discovery_assignment_admit_nonassignment_source	15	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1389	gateway_discovery_assignment_open_claim_round_locked	45	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1436	gateway_discovery_assignment_publish_abort_locked	61	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1499	gateway_discovery_assignment_fail_locked	44	cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1547	gateway_discovery_assignment_finish_failure_locked	85	error_paths;cleanup	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1636	gateway_discovery_assignment_validate_host_options	16	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1656	gateway_start_discovery_assignment	315	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1976	gateway_enumeration_collection_live_locked	7		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	1985	gateway_discovery_assignment_note_compact_record_locked	67	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	2057	app_gateway_enumeration_response_pending_wait_ms	25		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	2086	app_gateway_enumeration_response_window	41		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	2131	app_gateway_enumeration_response_handle_bundle	91	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	2227	app_gateway_enumeration_response_publish_pending	45		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	2274	gateway_discovery_assignment_note_claim	401	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	2689	__attribute__	65		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	2757	gateway_discovery_assignment_publish_table	57	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	2819	gateway_discovery_assignment_service_delivery	195	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3016	gateway_discovery_assignment_publish_work_handler	167	error_paths;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3185	gateway_discovery_assignment_boundary_ready_locked	22	scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3210	gateway_discovery_assignment_finalize_work_handler	159	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3371	app_anchor_gateway_assignment_resume_pending_table	88	error_paths;cleanup;scheduling	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3463	gateway_resume_pending_assignment_publication	24	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3489	gateway_enumeration_prearm_prepare	5	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3498	gateway_enumeration_prearm_clear	2		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3502	gateway_route_refresh_prearm_snapshot	7		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3515	gateway_start_discovery_assignment	6	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3526	gateway_discovery_assignment_note_claim	8	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3540	app_gateway_enumeration_response_window	5		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3549	app_gateway_enumeration_response_pending_wait_ms	5		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3558	app_gateway_enumeration_response_handle_bundle	6	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3569	app_gateway_enumeration_response_publish_pending	2		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3573	gateway_discovery_assignment_admit_nonassignment_source	4	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3579	app_anchor_gateway_assignment_resume_pending_table	5	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3588	gateway_resume_pending_assignment_publication	3	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3607	gateway_survey_emit_event	27	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3636	gateway_survey_send_control	100	error_paths	lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3740	gateway_survey_control_origin	9		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3752	gateway_survey_control_detach	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3757	gateway_survey_control_abandon	3		lexical C definition; preprocessor branches not resolved
firmware/app/src/app_anchor_gateway_control.inc	3762	gateway_survey_wake_rx	3		lexical C definition; preprocessor branches not resolved
